plantID,trip,code,genus,epithet,cii,lblade,phylotax,phylotax2,growth,btype,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,nl,np,lhm,ldm,rhs,rhf,phm,pdm,tl,td,tv,ttype,thm,tdm,il1,il2,il3,il4,il5,tl1,tl2,tl3,tl4,tl5,sf,check.ID.,dbh0,absArea,count,dL,sDens,tdmc,pdmc,ldmc,sla,ls,rgrD,cArea,cTh,RcTh,RcPos,cVol,cVol2,tL,d10c,dbhc,d1bc,d10hc,dbhhc,s1bhc,taper,sVol,sMass,HGE,bM0n,bM1n,rgrBn,LIEn,LUEn,bM0c,bM1c,rgrBc,LIEc,LUEc
150938,4,BUCGRA,Buchenavia,grandis,1,simple,alternate,spiral,cont,vertical,1776,10,1593,-10,1278,83,272,292,227,96,86,74,10,10,701,273,1035,2124,53,18,109,294,86,branch,104,60,21.292,21.997,22.112,21.105,19.853,14.182,15.434,16.211,18.73,22.199,N ,,12,NA,NA,23.86342288,0.697674419,57.69230769,33.96226415,38.94436519,NA,NA,0.035412184,0.499827391,1.96,45.37037037,84.9537037,0.979661687,0.326553896,11.9275924,17.76,15.93,12.78,0.1,1.3,2.23,-2.29952644,331.956061,231.5972519,1.822128702,0.263020932,0.515754932,0.084174762,23.12647278,21.18902051,0.208942334,0.443112642,0.129882324,20.19616612,31.99678655
150982,4,SCLMIC,Scleronema,micranthum,1,simple,alternate,spiral,cont,up-arched,3391,10,2377,-10,2261,71,152,186,135,76,202,96,5,5,851,338,1035,1814,124,43,103,707,435,branch,490,219,17.017,17.247,17.766,17.564,18.241,14.282,13.937,13.217,10.641,11.605,N ,,23,519.766,5,24.74948759,0.503448276,44.69387755,34.67741935,39.71797885,15.37769231,103.9532,0.004116258,1.523044118,1.1,33.74233129,84.35582822,1.67534853,0.55844951,37.69456151,33.91,23.77,22.61,0.1,1.3,2.11,-5.83758678,848.9328017,427.3937554,0.739365038,1.234819722,1.335358441,0.009784346,28.22804751,2.667194282,0.848007069,0.924486487,0.126732271,16.12746903,39.50920809
150994,4,POU,Pouteria,,1,simple,alternate,distic,cont,horizontal,3541,40,3532,-10,3411,60,418,438,377,247,236,250,5,5,596,297,1035,1822,48,17,108,769,493,branch,581,309,24.3,23.278,23.912,25.509,26.488,12.267,13.102,15.822,16.456,15.837,N ,,29,NA,NA,34.88888889,0.626774848,53.18416523,35.41666667,49.83221477,NA,NA,0.024644193,4.633849164,1.91,33.0449827,89.44636678,8.850651903,2.950217301,161.6698486,35.41,35.32,34.11,0.4,1.3,2,-0.779274611,1700.396647,1065.76585,0.504801313,2.142380131,3.423116523,0.058579247,47.22884761,7.921924852,1.925980338,3.217844181,0.064985848,49.91064944,8.122758237
151063,4,POURES,Pouteria,resinosa,2,simple,alternate,spiral,cont,horizontal,3100,10,2721,-10,2644,60,416,437,357,287,236,179,5,5,788,433,1035,1840,37,16,97,630,296,branch,353,192,0.60831,1.3568,1.9469,1.9037,0.72346,0,0,0,0,0,N ,,23,NA,NA,NA,0.648648649,54.39093484,43.24324324,54.94923858,NA,NA,0.021011292,3.317836001,1.5,25.9965338,86.13518198,4.976754002,1.658918001,NA,31,27.21,26.44,0.1,1.3,2,-2.482129964,1373.677096,891.0337918,0.636339503,1.234819722,1.84130713,0.049943841,NA,NA,1.085957479,1.686323128,0.09754255,NA,NA
151349,4,TABMUR,Tabernaemontana,muricata,1.5,simple,opposite,distic,cont,vertical,3716,10,3127,-10,3044,60,432,456,429,381,128,141,5,5,1738,618,1035,1759,76,16,118,906,922,branch,944,417,9.3739,9.7626,9.6762,8.5823,8.4096,6.7111,7.4884,7.1141,6.524,6.8262,N ,,32,826.11,5,27.17865563,0.452277657,44.17372881,21.05263158,35.55811277,13.36747573,165.222,-0.002884591,1.417486605,0.75,12.58389262,95.46979866,1.063114954,0.354371651,38.5253803,37.16,31.27,30.44,0.1,1.3,2,-3.685379061,2031.6849,918.885687,0.637728945,2.707185339,2.562686403,-0.006856674,15.0332012,-3.750746515,1.810400165,1.704808888,0.048567349,14.42886274,22.31312923
151451,3,,,,1.5,simple,alternate,distic,cont,vertical,3772,10,3005,-10,2686,119,265,268,226,162,382,249,5,5,1623,780,1254,2050,69,21,106,779,556,branch,583,244,16.541,16.786,17.218,16.8,16.657,7.5309,6.6241,7.9771,8.4089,7.7036,N ,yes,11,NA,NA,54.10699392,0.438848921,41.85248714,30.43478261,48.05914972,NA,NA,0.125620924,7.470550251,1.06,25.98039216,89.70588235,7.918783266,2.639594422,404.209017,37.72,30.05,26.86,0.1,1.3,2.59,-4.337879667,1471.326613,645.6900963,0.616394773,0.213878389,2.33137863,0.298600935,173.3776796,5.238626927,0.105396369,1.492309756,0.405187102,149.9740662,6.407072281
151480,3,ESCCOR,Eschweilera,coriacea,2.5,simple,alternate,distic,cont,both,2896,10,1883,-10,1776,58,226,245,135,65,176,88,5,5,2112,1003,1100,2044,138,52,890,651,267,branch,305,134,73.488,74.525,75.691,73.56,72.179,36.194,24.276,34.956,30.451,47.364,N ,,12,NA,NA,52.47960848,0.501872659,43.93442623,37.68115942,47.4905303,NA,NA,0.056318087,1.216424675,1.8,46.75324675,71.42857143,2.189564416,0.729854805,63.83749072,28.96,18.83,17.76,0.1,1.3,1.98,-6.242569158,781.6561328,392.2918419,0.955920975,0.263020932,0.767530605,0.133868092,83.1725671,7.903031067,0.151495803,0.499637212,0.290265458,41.32279719,21.82656921
151493,3,CORcfALT,Corythophora,cf. alta,1,simple,alternate,distic,cont,vertical,2504,10,1473,-10,1577,8,112,112,80,13,136,108,5,5,368,179,1254,1940,12,5,104,517,268,branch,300,168,8.4377,5.0552,4.4938,8.2938,10.165,4.9832,8.6392,8.5384,7.4589,5.3574,N ,,15,NA,NA,10.06655574,0.626865672,56,41.66666667,48.64130435,NA,NA,-0.002270496,1.153592822,0.99,39.28571429,87.3015873,1.142056894,0.380685631,11.61270645,25.04,14.73,15.77,0.1,1.3,1.48,-7.396766169,397.2396968,249.0159293,0.971825379,0.447039001,0.428148493,-0.00539697,27.12308142,-1.626710141,0.340408894,0.324415722,0.168679314,8.84872271,83.69717589
151507,3,LICcfKUN,Licania,cf. kunthiana,1,simple,alternate,distic,cont,both,3220,10,2100,-10,1884,88,263,286,180,64,179,105,10,10,240,112,1254,2025,3,NA,88,468,159,branch,202,127,19.996,21.651,22.788,21.421,21.867,8.0203,6.2211,8.0203,7.7756,9.3877,N ,,17,NA,NA,62.95644543,0.798742138,62.87128713,NA,46.66666667,NA,NA,0.026413637,1.476155848,2.22,52.11267606,75.11737089,3.277065983,1.092355328,92.9335251,32.2,21,18.84,0.1,1.3,2.28,-6.246728554,1066.775224,852.0783232,0.48821803,0.601940517,0.994699168,0.062785214,93.42877537,4.226232138,0.600459944,1.047838649,0.209364882,28.99213952,28.03093086
151508,3,TOVcfSP4,Tovomita,cf. sp.4.FITO,1,simple,opposite,cruzada,cont,both,2467,10,1478,-10,1620,6,157,180,172,24,190,124,5,5,649,232,1254,1951,49,12,109,438,171,branch,206,112,20.341,22.141,24.573,24.573,25.091,11.273,12.281,11.863,14.972,11.921,N ,,12,NA,NA,51.48740488,0.65497076,54.36893204,24.48979592,35.74730354,NA,NA,0.026046033,1.850398073,1.56,48.75,97.5,2.886620994,0.962206998,95.27219476,24.67,14.78,16.2,0.1,1.3,1.46,-6.986003861,457.2869654,299.5095914,1.035025284,0.263020932,0.431611115,0.061911421,220.7361936,1.76956334,0.196450843,0.341658134,0.237874261,72.31900467,11.76562837
151510,3,DUGAST,Duguetia,asterotricha,1,simple,alternate,distic,cont,horizontal,3085,10,2639,-10,2216,124,302,337,251,153,200,129,5,5,1790,817,1254,2018,99,29,104,754,500,branch,477,193,35.57,33.18,29.64,27.279,29.524,8.1642,8.1498,8.4089,8.4233,13.058,N ,,24,NA,NA,71.62989204,0.386,40.46121593,29.29292929,45.6424581,NA,NA,0.011866415,2.026327262,1.84,38.57442348,81.9706499,3.728442161,1.242814054,145.145603,30.85,26.39,22.16,0.1,1.3,2.64,-3.416136758,1076.372789,415.4798966,1.124001435,1.366276544,1.71213467,0.028206469,84.7746416,2.382835707,0.731581547,0.937972577,0.08201434,102.9423645,4.673844911
151539,3,OCOcfDOU,Ocotea,cf. douradensis,2,simple,alternate,distic,cont,horizontal,3222,30,3024,-10,2890,50,390,390,331,276,215,186,5,5,1461,562,1254,2038,51,16,113,455,223,branch,205,103,15.419,15.75,23.033,25.897,17.29,10.381,7.7324,5.89,6.84,9.5604,N ,,18,NA,NA,55.27819549,0.461883408,50.24390244,31.37254902,38.46680356,NA,NA,0.064849224,3.140807255,1.14,21.50943396,88.86792453,3.580520271,1.193506757,173.6181575,32.22,30.24,28.9,0.3,1.3,1.9,-2.065306122,1358.906898,627.6565492,0.796614009,0.689539637,2.366570237,0.154146606,73.36277402,9.659304214,0.4091119,1.594701117,0.190707791,92.29247675,8.478730438
151607,3,OCOcfSP6,Ocotea,cf. sp.6.FITO,2.5,simple,alternate,distic,cont,horizontal,2237,30,2156,-10,1726,110,259,259,210,150,125,169,10,10,657,308,1254,1910,40,13,101,536,249,branch,239,111,8.5384,9.1142,9.4452,10.079,9.4596,5.5877,6.1059,6.8688,5.7892,6.2354,N ,,19,NA,NA,35.35446576,0.445783133,46.44351464,32.5,46.87975647,NA,NA,0.015800096,1.65915362,1.09,27.31829574,87.71929825,1.808477446,0.602825815,58.65848986,22.37,21.56,17.26,0.3,1.3,2.5,-2.364285714,483.4226125,215.5016465,1.712283901,0.784104237,1.058911306,0.037556828,55.39509262,4.68486437,0.455727094,0.635513963,0.053673482,83.78094458,4.16673004
151608,3,ANIRIP,Aniba,riparia,1,simple,alternate,distic,cont,horizontal,2413,10,1840,-10,1549,154,221,228,187,170,148,71,5,5,788,366,1254,1934,51,17,91,525,216,branch,222,91,12.156,12.53,12.717,12.53,11.997,7.6506,6.8302,8.1976,8.5286,7.5786,N ,,18,452.944,5,38.94173982,0.421296296,40.99099099,33.33333333,46.44670051,12.37551913,90.5888,0.002747363,0.82529639,0.58,15.76086957,88.85869565,0.478671906,0.159557302,32.1384773,24.13,18.4,15.49,0.1,1.3,2.94,-2.96723301,535.0450949,225.4125168,1.588199294,0.689539637,0.726521475,0.006530483,44.23610091,1.150702897,0.37398662,0.396304416,0.096317962,39.76732296,13.50954909
151678,3,ASPcfMAR,Aspidosperma,cf. marcgravianum,2,simple,alternate,distic,cont,down-arched,2371,30,1716,-10,2175,-50,252,257,137,-40,219,139,5,5,721,271,1254,2022,15,4,104,503,227,branch,267,145,15.807,16.009,15.807,14.397,13.49,4.9976,5.7461,6.7248,5.8468,5.6453,N ,,10,NA,NA,63.64838363,0.63876652,54.3071161,26.66666667,37.58668516,NA,NA,0.0674995,2.390830549,2.97,74.81108312,69.77329975,7.100766731,2.366922244,152.1725,23.71,17.16,21.75,0.3,1.3,0.9,-6.290789474,532.7706663,340.3160644,1.078409274,0.170520458,0.615494355,0.160446312,247.2362238,2.924141329,0.117873295,0.494872857,0.285668472,131.3429679,6.839051535
151679,3,INGUMB,Inga,umbratica,2,even-pinnate,alternate,both,cont,both,2778,10,2194,-10,1417,213,292,341,263,208,147,129,1.5,3,1143,535,1254,2057,248,116,91,411,126,branch,144,78,16.21,16.671,16.7,17.535,17.693,7.3726,8.7687,7.2574,6.7536,6.9551,N ,,15,NA,NA,56.54251497,0.619047619,54.16666667,46.77419355,46.80664917,NA,NA,0.047532657,1.489350537,1.33,27.65072765,83.78378378,1.980836215,0.660278738,84.21162505,27.78,21.94,14.17,0.1,1.3,3.53,-3.906820407,852.6004557,527.8002821,0.892383002,0.447039001,1.103814118,0.112985125,76.29149119,7.799102756,0.3362647,0.916712001,0.202622669,49.51166286,16.20417024
151865,4,OURDIS,Ouratea,discophora,1,simple,alternate,distic,cont,horizontal,3513,10,3119,-10,2886,60,330,381,335,254,281,274,5,5,650,318,1035,2118,18,8,122,627,348,branch,412,233,32.219,33.917,34.608,34.882,33.284,10.873,11.06,13.752,18.271,13.781,N ,,28,NA,NA,59.45396114,0.66954023,56.55339806,44.44444444,48.92307692,NA,NA,0.013486628,6.047094619,1.27,24.37619962,91.17082534,7.679810166,2.559936722,359.5237285,35.13,31.19,28.86,0.1,1.3,2,-3.298194946,1486.218825,995.0832937,0.513524851,1.970929689,2.547129565,0.032057714,141.1485829,1.602675513,1.874333669,2.483478239,0.073858302,106.2357353,4.199648866
151995,4,PRODEC,Protium,decandrum,1,odd-pinnate,alternate,spiral,cont,without,1607,10,1146,-10,1053,20,28,46,33,9,86,78,0.5,1,336,167,1035,1742,169,64,94,321,95,petiole,97,32,14.184,14.169,12.341,14.212,14.543,9.0882,7.3178,11.679,10.7,6.6413,N ,,12,281.527,7,35.92639594,0.336842105,32.98969072,37.86982249,49.70238095,16.85790419,40.21814286,-0.005755492,0.526845088,0.37,19.89247312,93.01075269,0.194932683,0.064977561,18.92764523,16.07,11.46,10.53,0.1,1.3,1.6,-3.735714286,106.8212036,35.98187911,4.891350989,0.263020932,0.235753597,-0.013680805,80.28571143,-1.440608977,0.102657208,0.090809012,0.096863585,84.95101518,6.347824617
152063,4,LECPRA,Lecythis,,1,simple,alternate,distic,cont,horizontal,2401,10,2086,-10,1997,60,253,303,253,231,122,102,5,5,1616,645,1035,1730,91,30,112,599,417,branch,472,247,11.699,10.562,10.519,10.533,9.9717,7.9853,6.5892,7.021,8.4171,8.8202,N ,yes,20,NA,NA,24.18779075,0.592326139,52.33050847,32.96703297,39.91336634,NA,NA,0.005262647,0.977349475,0.72,16.25282167,88.71331828,0.703691622,0.234563874,23.63992458,24.01,20.86,19.97,0.1,1.3,2,-2.18032491,578.0317857,342.3833359,1.264664353,0.885777798,0.979008791,0.012509312,24.14679499,3.94379402,0.68839107,0.769003434,0.059985756,21.2519603,17.93463229
152199,4,CASJAV,Casearia,javitensis,2,simple,alternate,distic,cont,horizontal,3210,30,2845,-10,2809,60,360,391,355,303,225,208,5,5,570,306,1035,1916,27,11,110,602,293,branch,355,190,15.654,15.409,15.309,15.683,15.611,8.4861,7.9535,5.7081,5.9096,5.3483,N ,,28,NA,NA,62.1446416,0.648464164,53.52112676,40.74074074,53.68421053,NA,NA,0.001992956,3.675663405,0.88,16.57250471,93.22033898,3.234583796,1.078194599,228.4227849,32.1,28.45,28.09,0.3,1.3,2,-2.447260274,1267.875324,822.1717117,0.609361758,1.970929689,2.047057532,0.004737257,111.5859136,0.333276048,1.816726649,1.893949714,0.044537171,88.04645094,3.404289932
152209,4,HEVGUI,Hevea,guianensis,1,trifoliate,alternate,spiral,rhitmic,both,4117,10,3150,-10,2880,60,546,608,496,382,203,176,1,1,1191,490,1035,1643,458,160,102,1130,1166,branch,1169,645,13.409,13.466,13.394,13.581,13.337,12.056,10.803,11.091,11.739,11.394,N ,,25,NA,NA,15.02722052,0.553173242,55.17536356,34.93449782,41.14189757,NA,NA,0.028888965,2.806070558,2.26,30.21390374,85.02673797,6.341719462,2.113906487,42.16744108,41.17,31.5,28.8,0.1,1.3,2,-6.678158845,2999.694706,1659.350845,0.444752237,1.50549699,2.607718316,0.06866907,16.17024386,26.13915612,1.156711969,2.115058529,0.162326241,9.94885017,73.08272744
152370,4,RINRAC,Rinorea,racemosa,1.5,simple,alternate,distic,cont,horizontal,3400,10,2213,-10,2061,60,375,395,338,297,183,147,5,5,512,147,1035,1845,18,4,109,507,261,branch,301,139,26.245,28.505,29.829,30.031,30.463,19.509,18.977,15.22,11.103,16.285,N ,,20,341.944,5,45.40547789,0.53256705,46.17940199,22.22222222,28.7109375,23.2614966,68.3888,0.012650235,2.112799599,0.98,18.31775701,89.34579439,2.070543607,0.690181202,95.9326755,34,22.13,20.61,0.1,1.3,2,-7.355415162,1528.332466,813.9395126,0.645011075,0.885777798,1.126671508,0.030069609,85.14697921,2.511070486,0.620521882,0.809626012,0.173494479,38.58583442,19.44794079
152388,4,PRODEC,Protium,decandrum,1.5,odd-pinnate,alternate,spiral,cont,without,1773,10,1372,-10,1113,62,68,110,70,54,133,103,0.5,1,966,485,1035,1746,592,241,87,445,187,petiole,183,63,18.718,20.862,20.445,17.48,19.005,6.1375,9.3329,7.0875,10.657,11.276,N ,,12,713.803,6,50.89239674,0.336898396,34.42622951,40.70945946,50.20703934,14.71758763,118.9671667,0.016743497,1.075916944,0.56,22.4,84,0.602513489,0.20083783,54.75599197,17.73,13.72,11.13,0.1,1.3,2.02,-3.427721088,162.9488456,54.89720467,4.371807298,0.263020932,0.3616323,0.039799291,151.4134439,1.800923776,0.102673952,0.146584859,0.129324694,189.5183924,3.401414621
152389,4,RINRAC,Rinorea,racemosa,1,simple,alternate,distic,cont,horizontal,1770,10,1672,-10,1396,49,171,196,130,60,150,105,5,5,637,189,1035,1800,19,4,117,406,195,branch,228,102,23.18,24.964,26.692,28.289,26.634,10.153,10.34,11.449,13.939,13.075,N ,,14,478.687,5,57.01359165,0.523076923,44.73684211,21.05263158,29.67032967,25.3273545,95.7374,0.022193535,1.237002107,1.36,40.47619048,80.35714286,1.682322866,0.560774289,70.52593302,17.7,16.72,13.96,0.1,1.3,1.89,-1.902768319,246.8775819,129.1359659,2.524470992,0.379422282,0.578640879,0.052754032,121.8820438,2.824756637,0.237602821,0.380190332,0.0775594,159.5983121,2.896716923
152521,4,CASJAV,Casearia,javitensis,1,simple,alternate,distic,cont,horizontal,1881,10,1636,-10,725,90,105,129,109,87,83,89,5,5,468,182,1035,1735,9,3,76,270,45,branch,55,17,15.896,16.314,17.48,18.228,18.099,9.2897,8.4693,7.0299,8.3829,9.2178,N ,,17,NA,NA,51.548627,0.377777778,30.90909091,33.33333333,38.88888889,NA,NA,-0.004796752,0.580173623,0.42,15.6133829,92.56505576,0.243672922,0.081224307,29.9071537,18.81,16.36,7.25,0.1,1.3,2.3,-5.148626374,217.6777702,82.23382429,3.149555578,0.601940517,0.54946419,-0.011401879,54.42966849,-1.754641309,0.289146498,0.261264519,0.033365632,79.2014381,2.95789506
152537,4,TABMUR,Tabernaemontana,muricata,1,simple,opposite,cruzada,cont,vertical,2177,20,2010,-10,1395,181,271,279,246,191,147,76,4,4,2353,844,1035,1727,130,32,81,539,229,branch,239,94,16.127,16.141,15.263,15.738,14.759,18.761,15.191,10.081,9.0882,9.1314,N ,,20,1189.138,5,35.94484687,0.410480349,39.33054393,24.61538462,35.86910327,14.0893128,237.8276,0.000623443,0.877446828,0.88,21.00238663,92.12410501,0.772153209,0.257384403,31.53969187,21.77,20.1,13.95,0.2,1.3,3.21,-2.667133681,485.1345914,199.1382166,2.003633491,0.885777798,0.896341531,0.001481923,35.18713658,0.334934556,0.481270393,0.487628321,0.027867749,52.43796439,3.810955248
154057,4,ANAPAR,Anacardium,parvifolium,1.5,simple,alternate,spiral,cont,vertical,4370,10,3241,-10,2602,92,342,348,269,169,183,125,5,5,488,216,1035,2059,26,7,109,835,602,branch,657,369,19.299,22.969,17.615,27.086,25.114,11.483,8.849,8.2444,8.8058,8.6474,N ,,25,NA,NA,61.66224041,0.612956811,56.16438356,26.92307692,44.26229508,NA,NA,0.032448899,1.796598299,1.79,36.68032787,83.81147541,3.215910955,1.071970318,110.7822762,43.7,32.41,26.02,0.1,1.3,2.32,-8.006073858,2359.790776,1446.449828,0.330464279,1.50549699,2.790361992,0.077131033,39.70175788,11.59810979,1.278569356,2.517811427,0.181608727,20.2662152,37.80192367
160375,4,POURES,Pouteria,resinosa,1.5,simple,alternate,spiral,cont,vertical,2612,10,1786,-10,1270,60,183,199,102,52,123,74,5,5,539,253,1035,1856,27,11,112,521,264,branch,317,178,6.9141,10.023,8.8429,7.1732,4.9134,12.153,10.93,6.324,4.8846,6.6694,N ,,19,NA,NA,7.023364747,0.674242424,56.15141956,40.74074074,46.93877551,NA,NA,-0.007734425,0.714869408,1.47,43.36283186,71.38643068,1.05085803,0.35028601,5.020788601,26.12,17.86,12.7,0.1,1.3,2,-7.04368231,559.0611447,376.9427415,0.872811607,0.784104237,0.67685978,-0.018384729,7.417767682,-21.36008209,0.682471742,0.579745172,0.104433847,3.190413051,177.5098459
160399,4,MANHUB,Manilkara,,1,simple,alternate,spiral,cont,vertical,2277,10,1487,-10,1916,-37,151,193,160,-17,138,163,3,3,1719,767,1035,2006,196,89,109,724,482,branch,552,273,17.767,17.738,13.175,12.988,11.218,11.175,8.9724,9.1595,9.2603,11.621,N ,yes,12,NA,NA,29.71309298,0.566390041,49.45652174,45.40816327,44.61896451,NA,NA,0.026804889,1.766674629,2.1,63.06306306,90.09009009,3.71001672,1.23667224,52.49336751,22.77,14.87,19.16,0.1,1.3,1.03,-5.885944991,381.4178447,216.0312689,1.495153927,0.263020932,0.437884591,0.063715221,119.8794581,3.331157199,0.170475567,0.301290468,0.211613092,56.65302486,14.40374422
160554,4,GUSELL,Gustavia,elliptica,2,simple,alternate,spiral,cont,up-arched,2051,10,1454,-10,969,107,153,184,149,107,113,33,3,3,909,411,1035,2129,19,8,108,353,112,branch,136,71,43.171,46.553,43.689,41.285,41.818,26.013,27.28,25.308,22.213,17.06,N ,,12,NA,NA,41.37731347,0.633928571,52.20588235,42.10526316,45.21452145,NA,NA,0.023999603,0.292874975,0.77,23.7654321,89.19753086,0.225513731,0.075171244,12.11837965,20.51,14.54,9.69,0.1,1.3,2.47,-4.567150894,311.6638153,197.5725972,1.589289225,0.263020932,0.415137614,0.057047056,29.19123499,12.55255953,0.190288555,0.316889658,0.177288689,15.41941482,49.15082906
160561,4,ERIBIC,Erisma,bicolor,1,simple,opposite,cruzada,cont,horizontal,1840,10,1367,-10,1214,52,175,197,139,72,116,53,3,3,721,323,1035,2133,60,18,106,676,422,branch,474,217,21.781,22.213,21.35,21.954,22.156,22.76,21.105,16.096,16.916,14.988,N ,yes,10,NA,NA,22.94798214,0.514218009,45.78059072,30,44.79889043,NA,NA,0.03907732,0.482862791,1.25,37.09198813,82.78931751,0.603578489,0.20119283,11.0807267,18.4,13.67,12.14,0.1,1.3,1.92,-3.507592275,270.3361422,139.011713,2.352319765,0.170520458,0.358507504,0.092886789,30.90793522,16.96522715,0.095385253,0.219341803,0.202348267,23.01744537,34.83709506
160573,4,UNODUC,Unonopsis,duckei,1.5,simple,alternate,distic,cont,horizontal,2951,10,2507,-10,1946,60,205,216,159,15,115,231,5,5,863,471,1035,2106,42,20,110,645,351,branch,393,198,50.627,50.022,48.295,49.274,52.843,29.281,9.6044,18.14,21.134,21.177,N ,,23,559.253,5,57.75058974,0.564102564,50.38167939,47.61904762,54.57705678,11.87373673,111.8506,0.010772212,2.086410221,2.01,56.46067416,83.98876404,4.193684544,1.397894848,120.4914207,29.51,25.07,19.46,0.1,1.3,2,-5.11732852,763.7511069,430.8339578,0.803093614,1.234819722,1.515536299,0.025605548,79.504147,2.329764025,0.947582456,1.187674591,0.081491733,66.25334859,7.229261981
160631,4,ESCGRA,Eschweilera,grandiflora,1.5,simple,alternate,distic,cont,horizontal,3050,100,2623,-10,2428,48,284,301,220,79,178,172,4,4,873,417,1035,1819,40,16,116,610,424,branch,490,220,15.621,15.722,16.7,16.542,16.398,12.569,13.519,17.435,16.01,12.008,N ,,17,NA,NA,17.55701915,0.518867925,44.89795918,40,47.76632302,NA,NA,0.054211306,2.404575017,2.22,50.34013605,81.63265306,5.338156538,1.779385513,42.21716962,30.5,26.23,24.28,1,1.3,1.88,-6.566955363,789.0659728,409.4210236,0.832883463,0.601940517,1.687563128,0.128860275,25.01664615,25.71519171,0.394121987,1.232166837,0.19170514,23.11035269,33.93506547
160668,4,ERIBIC,Erisma,bicolor,1.5,simple,opposite,distic,cont,horizontal,2537,10,2032,-10,1856,60,251,281,261,257,168,64,3,3,1726,897,1035,1838,156,48,103,760,468,branch,531,228,8.1664,8.3248,8.9005,6.4824,6.8134,6.2089,5.921,4.7983,7.6339,8.6126,N ,,20,NA,NA,23.97017045,0.487179487,42.93785311,30.76923077,51.96987254,NA,NA,0.001984169,0.844460105,0.24,5.700712589,95.24940618,0.202670425,0.067556808,20.24185267,25.37,20.32,18.56,0.1,1.3,2,-3.651805054,641.9992737,312.7688769,1.314069367,0.885777798,0.91983755,0.004716369,22.00589949,1.682640025,0.568853257,0.593113915,0.07802295,19.06209007,24.35731885
160686,4,ERIBIC,Erisma,bicolor,1.5,simple,opposite,both,cont,vertical,1953,10,1641,-10,1617,87,224,238,181,119,78,108,2,2,1708,780,1035,2002,118,38,107,649,406,branch,458,193,8.3116,8.254,8.4411,8.5851,8.5994,5.1018,6.9154,7.3472,7.5199,6.1525,N ,,15,NA,NA,18.07465852,0.475369458,42.13973799,32.20338983,45.66744731,NA,NA,0.011230088,0.661619413,1.19,31.48148148,84.92063492,0.787327101,0.262442367,11.95854495,19.53,16.41,16.17,0.1,1.3,2.27,-1.58932551,353.4893837,168.0380568,2.189980097,0.447039001,0.553464268,0.026693919,21.60671544,8.899516455,0.259861011,0.329597243,0.087115962,22.92267848,21.8947664
160712,4,MANHUB,Manilkara,,1.5,simple,alternate,spiral,cont,up-arched,3224,10,2616,-10,2550,117,403,424,275,136,232,88,5,5,2975,1342,1035,2033,296,113,97,800,466,branch,540,268,20.284,20.601,20.155,20.745,21.407,10.741,10.727,11.605,16.297,17.722,N ,,25,NA,NA,43.66778312,0.575107296,49.62962963,38.17567568,45.1092437,NA,NA,0.005669463,1.60346889,2.88,51.06382979,73.58156028,4.617990404,1.539330135,70.01993174,32.24,26.16,25.5,0.1,1.3,2.57,-2.707290961,1450.393691,834.1319939,0.664163471,1.50549699,1.676877734,0.013476313,41.75613422,2.447599415,1.201455355,1.352862437,0.082994961,30.0026777,16.17159621
160795,4,RINGUI,Rinorea,guianensis,1.5,simple,alternate,distic,NA,horizontal,3442,10,2584,-10,2419,57,140,218,143,64,373,213,5,5,478,167,1035,1831,16,5,100,696,505,branch,602,340,29.065,33.109,38.047,37.816,33.714,19.003,16.211,14.124,12.901,16.628,N ,YES,18,283.74,5,51.91611793,0.673267327,56.47840532,31.25,34.93723849,16.99041916,56.748,0.04519399,6.239909868,1.54,43.01675978,79.05027933,9.609461197,3.203153732,323.9518966,34.42,25.84,24.19,0.1,1.3,1.97,-5.668907126,837.4408134,563.8215377,0.617216578,0.689539637,1.628530084,0.107426115,198.9228814,2.898549003,0.59097562,1.527803111,0.212182918,100.39498,8.136387723
160873,4,ESCTRU,Eschweilera,truncata,2.5,simple,alternate,distic,cont,both,1929,10,1561,-10,1302,60,210,238,71,-11,187,99,5,5,455,228,1035,1927,17,6,104,408,151,branch,176,85,56.687,59.004,66.892,70.576,66.532,20.328,26.733,38.882,33.268,40.335,N ,,11,NA,NA,49.99699393,0.562913907,48.29545455,35.29411765,50.10989011,NA,NA,0.043752058,1.45400762,2.49,65.87301587,55.82010582,3.620478974,1.206826325,72.69601014,19.29,15.61,13.02,0.1,1.3,2,-3.274729242,331.216527,186.4463894,1.973757718,0.213878389,0.491467939,0.103998641,147.9160784,3.818497734,0.134387089,0.340583504,0.186095845,122.0646295,6.343764268
160925,4,ESCROM,Eschweilera,romeu-cardosoi,1.5,simple,alternate,distic,cont,horizontal,2612,10,1493,-10,1231,50,216,223,104,53,101,155,5,5,539,285,1035,2110,17,7,99,487,199,branch,244,140,16.859,16.931,17.233,17.391,16.787,10.367,10.18,9.5036,9.0142,10.914,N ,,15,NA,NA,39.87360463,0.703517588,57.37704918,41.17647059,52.87569573,NA,NA,-0.000584699,1.229540825,1.7,46.83195592,67.21763085,2.090219402,0.696739801,49.02622473,26.12,14.93,12.31,0.1,1.3,1.9,-7.908333333,618.0036935,434.7764678,0.811911468,0.447039001,0.44209607,-0.001389829,110.8949572,-0.100822187,0.380977177,0.376285828,0.182491938,29.88736024,25.68807485
